Road,S Ref E,S Ref N,Score
A283,515000,113500,0.031719215
A472,315000,194200,0.031725812
A505,496000,223130,0.031733708
A6,356002,425170,0.031756405
A135,444000,518609,0.031766603
A324,496250,157340,0.031835154
A71,277100,648400,0.031864139
A726,248790,664060,0.031899172
A1081,519000,203270,0.031907616
C,340578,554602,0.031927359
C,342782,385716,0.031927359
C,363775,372186,0.031927359
C,369430,429370,0.031927359
C,399780,312163,0.031927359
C,416024,188810,0.031927359
C,416501,138202,0.031927359
C,444120,102560,0.031927359
C,486009,191901,0.031927359
C,505462,430876,0.031927359
C,510170,434910,0.031927359
C,518100,164040,0.031927359
C,525209,134839,0.031927359
C,525266,181096,0.031927359
C,531340,106398,0.031927359
C,534916,181334,0.031927359
C,549905,177369,0.031927359
C,579510,111490,0.031927359
C2254,388557,262523,0.031927359
A4039,391000,296670,0.031929765
A23,531150,161650,0.031939962
A5102,388000,382080,0.031965586
A4051,330880,189200,0.031970555
A4074,456000,197648,0.031994571
A590,352000,484400,0.032035914
A34,386000,363650,0.032052136
A6005,449406,333881,0.032052136
A6005,450800,334310,0.032052136
A44,384500,254620,0.032062334
A48,257190,209524,0.032069958
A57,460600,377850,0.03216848
A5127,411294,305716,0.032197464
A48,250122,217065,0.03222883
A392,183000,60250,0.032269926
A28,600540,143100,0.032276484
A726,254000,659020,0.032296879
A726,254700,658760,0.032296879
A459,396900,284200,0.032307077
A664,390000,411768,0.03237846
A441,403350,272000,0.032385866
A701,298150,577750,0.032429343
A40,490400,190660,0.032480436
A5033,374000,378500,0.03253079
A58,355000,398030,0.03253079
A58,356740,399080,0.03253079
A619,426000,372230,0.03253079
A692,413320,551440,0.032545282
A20,537600,176000,0.032551819
A5183,511849,210111,0.032588759
A801,296600,666000,0.032588759
A113,541050,190000,0.032623203
A44,384710,254860,0.0326334
A617,450420,364420,0.032663993
A617,450996,363703,0.032663993
A292,601100,143000,0.032694586
A26,542200,111000,0.032725179
A15,513045,309805,0.032748176
A15,513500,309400,0.032748176
A4139,197050,203740,0.03283513
A38,384670,256000,0.032837353
A12,601580,229160,0.032887016
B106,528775,190370,0.032907968
B210,542210,177984,0.032907968
B266,532461,168353,0.032907968
B3031,471703,169913,0.032907968
B3047,457567,132294,0.032907968
B319,527667,179145,0.032907968
B4054,355060,176782,0.032907968
B4086,422617,256027,0.032907968
B4113,433820,280670,0.032907968
B439,409314,251736,0.032907968
B4587,413202,186801,0.032907968
B480,455510,203577,0.032907968
B5269,352419,435075,0.032907968
B5312,347085,405730,0.032907968
B6054,434760,381134,0.032907968
B6117,425575,418577,0.032907968
A38,330000,134060,0.032936577
A1232,601550,228000,0.032939329
A413,481890,214072,0.032939329
A3125,255000,132570,0.032959724
A435,407946,265888,0.032965562
A3072,221731,106000,0.032994547
A1000,526620,190600,0.033000515
A23,527800,150000,0.03302091
A435,408100,257500,0.033023531
A29,493640,100200,0.033031108
A1202,533505,182140,0.033051503
A1202,533640,182000,0.033051503
A473,305250,182500,0.033051503
A3021,452000,92461,0.033052516
A39,244013,127830,0.033067009
A991,340000,730100,0.033092293
A386,251005,65000,0.033139471
A4216,262470,192000,0.033184072
A5145,382000,393060,0.033224862
A1036,458260,448750,0.03325541
A4123,398750,288000,0.033265653
A38,330230,136000,0.033296246
A104,535000,186220,0.033337036
A2042,601000,140800,0.033439012
A191,429390,569500,0.03349
A505,518055,229050,0.033520593
A1000,526930,190000,0.033551186
A1155,524000,224000,0.033551186
A452,430750,264700,0.033571581
A277,539911,109580,0.033574243
A5102,387500,381600,0.03361772
A5135,520000,197045,0.033653162
A39,332000,141100,0.033675689
A508,475131,249995,0.033690182
A5190,408000,308650,0.033690182
A61,434930,406740,0.033714348
A670,399000,404610,0.033733659
A312,512465,172292,0.033755139
A258,635030,153000,0.033762644
A16,532076,341004,0.033835106
A507,496100,237570,0.033835106
A296,557000,173400,0.033857115
M56,342400,372860,0.033895646
A580,341650,396740,0.033908103
A25,546800,155000,0.033951045
A5058,337000,394300,0.033979486
A6009,454200,361200,0.034030474
A1018,439735,557273,0.03405087
A4251,504565,206015,0.03405087
A5102,389900,388000,0.034081462
A618,446830,383200,0.034081477
A77,239200,631700,0.034135299
A165,509390,482000,0.034139446
A779,300450,667510,0.034139446
A904,296000,680100,0.034139446
A1,531340,185000,0.034142648
A3604,374000,164775,0.034193636
A694,419840,562500,0.034193636
A174,465000,521291,0.034197416
A25,505000,149050,0.034197416
A3,526000,174700,0.034203834
A58,352000,395400,0.034203834
A5036,336000,398800,0.034207148
A523,391000,380000,0.034255385
A534,378000,361900,0.03428437
A350,400640,92700,0.034285415
A598,524870,190000,0.034295612
A642,421000,415230,0.034298863
A4640,372357,309838,0.034327847
A4640,372600,309315,0.034327847
A55,333920,363070,0.034339564
A619,449582,377117,0.034356832
A6,353530,431000,0.034366996
A24,516825,141644,0.034414802
A46,461300,312550,0.034487088
A37,361700,165000,0.034530741
A100,533600,180100,0.034570948
A100,533740,180500,0.034570948
A4040,412000,284300,0.034570948
A6008,457600,340110,0.034591343
A69,412200,567250,0.034611916
C004,505097,372089,0.034677308
C131,382370,298730,0.034677308
U,239360,208150,0.034677308
U,275330,646630,0.034677308
U,305740,166320,0.034677308
U,319250,375980,0.034677308
U,325580,182450,0.034677308
U,329910,256730,0.034677308
U,349111,463951,0.034677308
U,365490,395570,0.034677308
U,366440,402970,0.034677308
U,378765,210404,0.034677308
U,384788,437860,0.034677308
U,397000,160000,0.034677308
U,404710,837180,0.034677308
U,423446,403398,0.034677308
U,423540,543220,0.034677308
U,427929,421422,0.034677308
U,429250,195570,0.034677308
U,429440,549230,0.034677308
U,445990,258500,0.034677308
U,459056,522194,0.034677308
U,461260,349260,0.034677308
U,465990,519221,0.034677308
U,472516,173851,0.034677308
U,473958,133786,0.034677308
U,476200,507400,0.034677308
U,478280,389747,0.034677308
U,484847,209764,0.034677308
U,485800,249300,0.034677308
U,496622,441123,0.034677308
U,501659,458084,0.034677308
U,513240,116220,0.034677308
U,515680,127210,0.034677308
U,516487,239427,0.034677308
U,517809,248826,0.034677308
U,532581,389340,0.034677308
U,534130,387410,0.034677308
U,536540,132870,0.034677308
U,564231,219810,0.034677308
U,570130,278210,0.034677308
U,576072,195108,0.034677308
U,584160,136550,0.034677308
U,586980,112290,0.034677308
U,608929,297251,0.034677308
A510,490988,269842,0.034690157
A563,460675,300930,0.034703517
A563,461322,301204,0.034703517
A53,396930,354700,0.03470465
A614,474600,427300,0.034791604
A504,529050,189520,0.034815691
A44,384605,254870,0.034836086
A1020,540250,180293,0.034866679
A82,241800,674500,0.034872921
A61,433550,421000,0.034887074
A4133,384000,263620,0.034907543
A562,345750,384610,0.034907543
A30,300000,93150,0.034918313
A658,418770,436000,0.034927865
A1112,550000,185700,0.034938062
A1112,551070,184140,0.034938062
A308,513756,169481,0.034938062
A671,383500,432770,0.034989051
A547,301720,377751,0.03500899
A149,562851,318565,0.035009446
A205,532000,172930,0.03512162
A638,430000,420580,0.035152212
A665,380434,405500,0.035172608
A601,435368,335616,0.035233793
A2041,547354,180000,0.035305177
A602,518175,228665,0.03533577
A611,452500,356600,0.035356808
A348,406529,97919,0.035366362
C6,387150,303160,0.035405938
C66,413090,308910,0.035405938
U,267030,193237,0.035405938
U,267210,196300,0.035405938
U,277320,659300,0.035405938
U,314340,177720,0.035405938
U,320720,196770,0.035405938
U,330770,388680,0.035405938
U,331708,186510,0.035405938
U,333600,187320,0.035405938
U,339100,364000,0.035405938
U,356840,175150,0.035405938
U,357980,172160,0.035405938
U,360100,174000,0.035405938
U,362308,206378,0.035405938
U,363380,391310,0.035405938
U,368333,313735,0.035405938
U,369602,423012,0.035405938
U,377590,411230,0.035405938
U,385676,396114,0.035405938
U,386830,221210,0.035405938
U,392815,298704,0.035405938
U,396003,292759,0.035405938
U,401150,278350,0.035405938
U,402580,278950,0.035405938
U,406250,282250,0.035405938
U,409350,286140,0.035405938
U,410590,92325,0.035405938
U,413520,282780,0.035405938
U,415769,290045,0.035405938
U,416670,431170,0.035405938
U,417155,432481,0.035405938
U,422350,300380,0.035405938
U,429000,440000,0.035405938
U,429281,561995,0.035405938
U,429900,266000,0.035405938
U,430256,432485,0.035405938
U,434880,435026,0.035405938
U,437113,331405,0.035405938
U,437710,386760,0.035405938
U,446680,241140,0.035405938
U,451000,197550,0.035405938
U,454080,206400,0.035405938
U,454820,204380,0.035405938
U,459197,346759,0.035405938
U,460690,105400,0.035405938
U,485090,167600,0.035405938
U,504570,207500,0.035405938
U,512887,187437,0.035405938
U,513090,170360,0.035405938
U,520329,179599,0.035405938
U,521074,161784,0.035405938
U,521910,167160,0.035405938
U,523250,161540,0.035405938
U,523810,180680,0.035405938
U,524367,196339,0.035405938
U,525750,176420,0.035405938
U,526770,175410,0.035405938
U,528500,180000,0.035405938
U,529113,152675,0.035405938
U,529627,175203,0.035405938
U,531100,271760,0.035405938
U,532590,181760,0.035405938
U,537365,245725,0.035405938
U,540255,180243,0.035405938
U,549680,178017,0.035405938
U,564682,319746,0.035405938
U,568340,194510,0.035405938
U,573798,107897,0.035405938
U,577136,183182,0.035405938
U,577290,222820,0.035405938
U,587440,185100,0.035405938
A414,546900,209000,0.035437746
A58,366000,405700,0.035447943
A193,433150,567418,0.035458141
A5127,412000,297200,0.035468339
A571,352970,400000,0.03548724
A511,436800,318000,0.035516224
A257,615300,157500,0.035560117
A5145,385648,390496,0.035560117
A5145,388000,390450,0.035560117
A350,397510,93935,0.035603179
A5,409730,306430,0.035712675
A689,420000,530850,0.035820565
M55,349700,433850,0.035874712
A245,505000,161060,0.035876243
A404,516940,185240,0.035917034
A483,272900,193950,0.035936504
A4,357000,172591,0.035937429
A1,470450,374750,0.035950984
A23,530160,172050,0.035988417
A4155,471000,173000,0.035998615
A4,391000,172580,0.036008813
A46,464200,320000,0.036019072
A724,272300,655300,0.036049603
A167,428800,525000,0.036081428
A635,453500,405210,0.036124905
A5,435160,295750,0.036132552
A617,475500,355250,0.036182875
A47,522600,303000,0.036189292
A2,537700,176800,0.036202567
A2216,533810,175210,0.036222963
M4,320000,183600,0.036239277
A90,322500,674400,0.036243358
A628,432985,406305,0.036284148
A723,272500,655230,0.036284148
A236,531000,166700,0.036294346
A556,360250,370560,0.036298814
A54,375000,367220,0.036342291
A4123,395000,291750,0.036345334
A5058,335320,394970,0.036375927
A5058,335500,394960,0.036375927
A630,453820,400000,0.036443738
A4058,306400,190400,0.03644731
A431,363170,173350,0.036467705
A431,364850,172000,0.036467705
A3211,530340,180000,0.036488101
A1003,528000,192140,0.036508496
A1086,442360,542500,0.0365162
A1,443125,439985,0.036559202
A1,443250,439600,0.036559202
A267,556000,121890,0.036603154
A3022,290772,63463,0.036681855
A430,383554,218042,0.036681855
C,330690,135019,0.03669619
C,335708,390248,0.03669619
C,342630,392310,0.03669619
C,376620,401590,0.03669619
C,378609,391000,0.03669619
C,468150,110750,0.03669619
C,488530,194180,0.03669619
C,496510,366820,0.03669619
C,499000,182000,0.03669619
C,514800,173100,0.03669619
C,527126,175084,0.03669619
C,535830,198800,0.03669619
C,573702,222810,0.03669619
C10,387702,145535,0.03669619
C361,441111,350055,0.03669619
A104,540770,195000,0.036704601
A941,322000,862250,0.036773634
A15,510320,317120,0.036835033
A30,476850,157000,0.036835033
A54,371660,366760,0.036864018
A24,522000,162050,0.036865413
A728,259555,662530,0.036936796
A43,459436,237999,0.036972306
A358,320000,126760,0.037066911
A469,316672,181459,0.03708976
A4180,511200,184000,0.037099958
A4180,511500,183310,0.037099958
A589,347620,462460,0.037099958
A350,402170,91200,0.037120353
A20,580000,155140,0.037124881
A148,562104,319731,0.037161144
A641,414860,420000,0.037171341
A303,345000,116700,0.037176571
A370,351500,169360,0.03718285
M4,278410,188000,0.03719161
A5,522030,188050,0.037201934
A580,351500,397480,0.037212132
A6,393000,386200,0.037242725
A563,457000,307870,0.037283515
A1303,542250,259340,0.037284297
A4146,491900,225100,0.037293713
A449,383800,274300,0.03730391
A650,408010,441510,0.037324095
A61,442850,481920,0.037342267
A232,542500,165130,0.037375294
A461,398300,294800,0.037385491
A54,386000,363030,0.037385491
A3047,171790,43860,0.037385744
A90,340500,732650,0.037387484
A5010,387416,347543,0.037405886
A907,281000,695300,0.037414729
A11,621553,307003,0.037426282
A412,510800,197500,0.03747727
A6119,369150,430500,0.037487467
A411,517000,195150,0.037516176
A1020,542900,180880,0.03751806
M61,358440,425400,0.037533855
A66,433911,516469,0.037619144
A460,396600,308170,0.037690084
A45,465303,260007,0.037704577
A35,429800,108200,0.037733562
A228,563000,142400,0.037748054
A40,430000,209710,0.037748054
A550,329800,361700,0.037762546
A30,233000,83673,0.037766668
A414,554600,203950,0.037806024
B1013,584879,191219,0.037817064
B1396,462282,401730,0.037817064
B2037,532489,140842,0.037817064
B3022,494872,175349,0.037817064
B3133,343914,163585,0.037817064
B4110,436217,276031,0.037817064
B4515,406708,289354,0.037817064
B5215,365694,400606,0.037817064
B5251,358000,416600,0.037817064
B6004,454489,343189,0.037817064
B6154,420508,433945,0.037817064
B6449,431828,405704,0.037817064
B676,458852,321164,0.037817064
A629,411000,421501,0.037844384
A629,411540,419310,0.037844384
A44,445467,216000,0.037849501
A283,494700,140000,0.037878486
A8,321000,672870,0.037895372
A4050,311540,170270,0.03790557
A70,235800,621010,0.03790747
A222,546050,171080,0.037915767
M5,369370,194000,0.03796538
M5,369896,195001,0.03796538
A462,397076,305042,0.03796544
A38,415680,296460,0.03802341
A104,540460,193180,0.038038139
A460,393920,303000,0.038081379
A6013,485350,277800,0.038153841
A461,391000,286415,0.03816051
A6,459170,309000,0.038170708
A191,432000,570350,0.038211498
A244,512000,164500,0.038231894
B1010,580805,204445,0.038266724
B1027,614922,215977,0.038266724
B1063,571203,259929,0.038266724
B1112,572831,291343,0.038266724
B1145,623625,329316,0.038266724
B1146,597854,316836,0.038266724
B1183,530477,360892,0.038266724
B1256,565000,222232,0.038266724
B198,534286,201471,0.038266724
B2244,577880,118410,0.038266724
B269,544154,151208,0.038266724
B3006,475818,131440,0.038266724
B3128,349910,172450,0.038266724
B3143,372713,95886,0.038266724
B3261,330265,98287,0.038266724
B3266,209960,83102,0.038266724
B4176,378925,296011,0.038266724
B4314,215368,212159,0.038266724
B4368,353340,288630,0.038266724
B4386,338933,309891,0.038266724
B4455,430793,253512,0.038266724
B5062,364446,318406,0.038266724
B5301,314543,537252,0.038266724
B6047,473230,303870,0.038266724
B6090,437268,398412,0.038266724
B6144,411413,435466,0.038266724
B6273,440646,416654,0.038266724
B6315,413920,561000,0.038266724
B6318,412958,567110,0.038266724
B6392,332000,667260,0.038266724
B6421,441861,424125,0.038266724
B6429,407645,437785,0.038266724
A6042,382770,397970,0.038303277
A38,316000,120700,0.03832775
A635,440000,405360,0.03832775
A118,550000,188400,0.03833387
A4,474000,173500,0.038354265
A907,288800,693040,0.038384858
A602,524253,223020,0.038395056
A4102,304920,205560,0.038414704
A82,252200,669990,0.038415451
A1000,526190,203000,0.038429197
A4,391860,173000,0.038446044
A287,480050,150240,0.038458182
A23,530150,107000,0.038476636
A62,414160,417000,0.038507229
A26,558300,145050,0.038516151
A21,563000,140300,0.03856103
A677,366000,429400,0.038603106
A51,406817,315110,0.038617598
A350,388200,157000,0.038632091
A726,257430,657170,0.038639798
A128,555270,203000,0.03869006
A361,420000,192000,0.038733537
A3,465800,105800,0.03876217
A363,382600,161000,0.038777015
A1134,546100,259100,0.038782565
A92,347000,732620,0.038782565
A189,425679,569000,0.038820492
A701,325000,662500,0.038820492
A6,459340,304000,0.038833553
A205,528180,175000,0.038945727
A205,528815,174410,0.038945727
A4061,290500,180030,0.038955925
A4034,398800,289000,0.038966122
A694,417600,560000,0.038979908
B4319,197751,198657,0.038982173
C,221407,218042,0.038982173
C,301585,202270,0.038982173
C,361119,470572,0.038982173
C,377610,344114,0.038982173
C,388239,354852,0.038982173
C,392721,456835,0.038982173
C,412000,557350,0.038982173
C,427169,126718,0.038982173
C,430340,206680,0.038982173
C,443780,142148,0.038982173
C,464800,455300,0.038982173
C,467832,415607,0.038982173
C,477320,220160,0.038982173
C,481871,220588,0.038982173
C,484007,206979,0.038982173
C,490490,241710,0.038982173
C,508875,345768,0.038982173
C,517282,427723,0.038982173
C,546352,380163,0.038982173
C,547245,142757,0.038982173
C,585666,161944,0.038982173
C,603610,226430,0.038982173
C,629750,150580,0.038982173
C10,360360,86126,0.038982173
C100,451513,463647,0.038982173
C162,352370,408190,0.038982173
C2006,410950,247810,0.038982173
C202,628987,305011,0.038982173
C2058,398040,276840,0.038982173
C207,609149,286223,0.038982173
C25,315116,106336,0.038982173
C41,382800,140410,0.038982173
C449,351083,457035,0.038982173
C461,239480,121970,0.038982173
C48,287820,104200,0.038982173
C54,564130,311066,0.038982173
C554,636204,298722,0.038982173
C573,369178,444104,0.038982173
C588,549620,382890,0.038982173
C64,571323,317320,0.038982173
C651,587002,269395,0.038982173
C7,282670,49790,0.038982173
C77,484100,208000,0.038982173
C78,478421,250181,0.038982173
A16,532296,389002,0.038994401
A452,431720,267000,0.039078296
A59,450000,455400,0.039081355
A59,454000,453630,0.039081355
A18,505195,410800,0.039095847
A2016,544906,179000,0.039098691
A31,455000,130000,0.03911034
A413,485700,208335,0.03911034
A30,458854,147231,0.039153817
A2260,562210,172400,0.039197294
A10,536240,204400,0.039221063
A40,532050,181300,0.039221063
A350,387500,152000,0.039226279
M60,382250,390750,0.039230197
A215,532060,174150,0.03923126
A141,540000,298200,0.039284249
A17,509000,346170,0.039298741
A4538,389400,257000,0.039313233
A38,345000,160000,0.039327726
A484,251270,200770,0.03940462
A223,548600,172000,0.03941468
A752,270280,663000,0.03941468
A134,586350,263320,0.039414818
A49,358028,408000,0.039414818
A6120,420900,435000,0.039435213
A27,559100,105500,0.039514264
A1134,545000,257600,0.039516794
A2022,537200,163900,0.039516794
A2022,538500,164860,0.039516794
A222,534840,166900,0.039526991
A7066,296700,666780,0.039530619
A390,200000,51732,0.039603081
A61,435000,403240,0.039617574
A59,336200,396300,0.03961877
A194,435000,564510,0.039700351
A10,552500,280000,0.039719021
A270,524100,106070,0.039730944
A270,525510,105850,0.039730944
A19,462607,440000,0.039762498
A15,510170,319000,0.03977699
A6042,382760,397720,0.039812525
A141,539810,302500,0.039849452
A31,497000,148750,0.039878437
A41,334660,390730,0.039904303
A10,533740,189400,0.039914501
A5036,334860,388500,0.039914501
A671,374200,439070,0.039921914
A200,535660,178820,0.039955291
A53,365000,333367,0.039965391
A302,528737,179285,0.039975687
A6191,456550,359560,0.040067465
A265,558000,121460,0.040095823
A78,233220,639800,0.040104362
A591,340900,499000,0.040110315
A420,440000,198500,0.040124808
A6,351100,439960,0.040124808
A6136,420000,498040,0.040168285
A89,273230,665000,0.040189837
A576,384500,405000,0.040200034
M62,356470,391070,0.04021229
M62,362100,392040,0.04021229
A3220,525000,178670,0.040281615
A507,511000,238269,0.040298717
A3054,455000,92060,0.040356686
A10,536180,242000,0.040385671
A52,489200,336460,0.040429148
A459,397049,283000,0.040495765
A4175,366500,170000,0.04050161
A404,508000,191930,0.040607939
A5143,390000,386270,0.04068952
A55,257000,369420,0.040694459
A47,560935,318587,0.040785244
A550,330450,363000,0.040791458
A45,437560,275000,0.040830636
A26,558020,138690,0.040842484
A527,385067,345956,0.04086288
A6,387440,394000,0.040893472
A6,388000,392916,0.040893472
A6102,439070,389150,0.040913868
A147,622949,307931,0.040954658
A2100,575000,115770,0.040965367
A3,524000,174000,0.041015844
A1303,540000,259430,0.041037829
A50,386240,351100,0.041046437
A50,456050,306250,0.041046437
A600,507400,247250,0.041052321
A2030,464890,100380,0.04107703
A236,528568,168003,0.041107622
A1307,543500,260000,0.041124783
A167,426400,540000,0.041168261
A5127,411274,304600,0.041197245
A738,228000,642500,0.041250389
A205,519260,178280,0.041260587
A470,307770,198000,0.041284557
A470,309060,195835,0.041284557
A334,456750,112000,0.041298692
A293,526370,106000,0.041301377
A1251,551469,189000,0.041311575
A4020,523600,179900,0.041321772
A327,483570,155500,0.041356662
A41,460000,220570,0.041371154
A4041,405000,294250,0.041413551
A217,526000,175200,0.041433946
A5065,507000,222050,0.041444144
C,394735,806176,0.041465021
C,405240,288610,0.041465021
C,414724,279076,0.041465021
C,419571,566459,0.041465021
C,430036,514641,0.041465021
C,441646,107959,0.041465021
C,444080,121150,0.041465021
C,450412,533448,0.041465021
C,472240,100020,0.041465021
C,522310,181130,0.041465021
C,532831,187001,0.041465021
C,539731,207836,0.041465021
C,544120,190910,0.041465021
C56,449100,114000,0.041465021
C920,367715,80785,0.041465021
A2270,558400,104000,0.04150533
A4055,317000,172470,0.041515527
A272,526400,122470,0.04158854
A411,520000,195487,0.041617525
A414,580000,205140,0.041632018
A30,185000,54275,0.041636346
A238,521790,169910,0.041637899
A41,408910,284470,0.041637899
A6,389450,390080,0.041637899
A661,433029,454557,0.041648096
A635,450000,405200,0.041661002
A428,531440,260350,0.041704434
A1085,450560,519274,0.041709282
A50,388600,347450,0.041729677
A626,390000,391338,0.041770468
A165,510400,479610,0.041776942
A6131,399290,449250,0.041820419
A374,247850,54920,0.041821456
A650,424000,428220,0.041831653
A6,397850,384790,0.041849404
A5149,390000,383450,0.041872444
C,519710,166800,0.041879724
U,246030,57200,0.041879724
U,318356,175925,0.041879724
U,331057,189050,0.041879724
U,340620,394980,0.041879724
U,340630,392600,0.041879724
U,343637,399486,0.041879724
U,348840,636510,0.041879724
U,356990,400000,0.041879724
U,366040,312590,0.041879724
U,371950,404570,0.041879724
U,378521,396737,0.041879724
U,380380,214550,0.041879724
U,381172,214674,0.041879724
U,381220,406250,0.041879724
U,385563,397262,0.041879724
U,386360,401490,0.041879724
U,387889,404840,0.041879724
U,390280,302000,0.041879724
U,393555,398107,0.041879724
U,395596,289466,0.041879724
U,399960,284330,0.041879724
U,402420,277865,0.041879724
U,402940,281880,0.041879724
U,403560,91770,0.041879724
U,405720,302200,0.041879724
U,415610,288550,0.041879724
U,416913,565924,0.041879724
U,426970,556260,0.041879724
U,427310,582720,0.041879724
U,429850,433790,0.041879724
U,450880,398640,0.041879724
U,450986,519832,0.041879724
U,455400,347560,0.041879724
U,458804,305017,0.041879724
U,461935,307270,0.041879724
U,463060,405090,0.041879724
U,479480,240170,0.041879724
U,480090,135340,0.041879724
U,482140,169450,0.041879724
U,496240,266620,0.041879724
U,502185,159932,0.041879724
U,503374,439167,0.041879724
U,507211,164294,0.041879724
U,510629,172824,0.041879724
U,516330,209430,0.041879724
U,518320,228910,0.041879724
U,519090,190850,0.041879724
U,526906,138545,0.041879724
U,528883,181838,0.041879724
U,529465,179477,0.041879724
U,530600,182080,0.041879724
U,531610,104200,0.041879724
U,531882,105270,0.041879724
U,531960,163180,0.041879724
U,534564,159187,0.041879724
U,547590,262700,0.041879724
U,567230,195095,0.041879724
U,575680,192610,0.041879724
U,609072,254333,0.041879724
U21033,395160,269220,0.041879724
A6004,452690,319000,0.041882641
A580,336000,391000,0.041892839
A449,384320,273000,0.041892881
A3090,446000,127980,0.041903037
A1081,514330,211200,0.041907373
M6,394985,308065,0.041938393
A1036,463590,455000,0.041994328
A4023,408000,268160,0.04200882
A4023,408400,268040,0.04200882
A1081,509357,218332,0.042023312
A1081,510000,216980,0.042023312
A308,518200,169540,0.042056001
A6,384950,397300,0.042066199
A41,380019,306417,0.04206679
A41,384000,302674,0.04206679
A2,595000,162520,0.042081282
A2,599300,161170,0.042081282
A272,446230,133660,0.042182729
A619,447700,377000,0.042226206
A4259,416800,184000,0.042229361
A120,545000,222430,0.042240698
A6077,370335,426000,0.042270151
A3220,525700,178000,0.042310942
M4,276900,190270,0.042317838
A205,539000,173700,0.042321139
A338,416930,124000,0.042327653
A3102,412500,183400,0.042351732
A2,535000,177430,0.04236193
A2,535320,177250,0.04236193
A1,494670,315860,0.042362619
A682,380000,422175,0.042385622
A259,494800,100060,0.042412918
A602,523252,225003,0.042453708
A228,572500,167920,0.042458084
A660,426560,442000,0.042487069
A402,525525,180536,0.042494499
A402,525962,180603,0.042494499
A3,469660,105880,0.042518721
A23,530140,160000,0.042525092
A905,280200,692900,0.042535289
A3044,504700,174000,0.042545039
A1042,459000,521500,0.042574024
A639,442887,424369,0.042596475
A308,496000,176300,0.042647463
A5111,433000,335970,0.042647463
A772,331230,667650,0.042689963
A397,465570,105000,0.042698451
A1108,434170,569000,0.042708649
A189,427100,574000,0.042718948
A189,427140,573545,0.042718948
B174,549617,191033,0.042726161
B306,524096,175659,0.042726161
B4171,395030,289850,0.042726161
B5093,386091,393927,0.042726161
B5117,385267,395199,0.042726161
B5129,328170,370530,0.042726161
B5215,365730,401060,0.042726161
B6128,429921,418434,0.042726161
B6167,389814,391917,0.042726161
B6452,388120,413789,0.042726161
B6540,447918,331952,0.042726161
A61,440891,356233,0.042849379
A329,477460,171070,0.042892206
A4,531060,181090,0.042892206
A46,374760,175000,0.042907325
A5480,340100,367995,0.042922799
A61,435750,386530,0.042922799
A602,525750,222600,0.042973787
A671,374000,436600,0.042979811
A456,387000,277770,0.042994303
A4040,411150,282000,0.043055368
A140,611000,254450,0.043066765
A582,352680,428000,0.043085961
A320,504050,168250,0.043110242
A38,385080,257600,0.043110242
A18,487000,411160,0.043116553
A28,601440,143700,0.043116553
A547,279000,377840,0.043168212
A189,424240,564000,0.043187937
M6,420802,286599,0.04319577
A38,318150,122560,0.043197197
A4058,300640,191815,0.043197197
A93,385000,801100,0.043211689
A5085,349200,430070,0.043226182
A188,426600,570000,0.043238925
A59,342500,410000,0.043255166
A38,323400,124580,0.043300111
A113,546500,196700,0.043371106
A5223,367422,308991,0.043414583
A442,383200,275000,0.043422482
A454,395050,298460,0.043442877
A179,444414,534281,0.043487045
A179,447684,535000,0.043487045
A14,570000,267150,0.043497422
A14,571500,266890,0.043497422
A48,330000,186520,0.043534656
A28,615050,157480,0.043565249
M74,272400,657000,0.043575215
A611,450860,354000,0.043575446
A693,419000,552470,0.043616237
A34,391936,323798,0.043636632
A6,406410,373900,0.043657027
A500,372850,351250,0.043704431
A427,488999,288410,0.043759004
A904,291070,681040,0.043769201
A452,420000,285000,0.043805878
A41,482170,213640,0.043850782
A41,407370,286620,0.04390177
A5123,477204,263043,0.043911968
A5,519680,191000,0.043932363
A5199,460860,299000,0.043952758
A168,441630,478000,0.043962691
A4217,266330,194000,0.043962956
A594,458670,303200,0.043962956
A491,389607,285696,0.044013944
A69,342000,555900,0.044024142
A1300,435000,563440,0.044064932
A30,170000,43588,0.044076172
A2021,560500,100340,0.044105723
A26,570000,153370,0.044110218
A57,444660,384380,0.04411592
A726,262000,654380,0.04411592
A689,430000,528620,0.04412471
M4,274670,192300,0.044125783
A1016,569770,206700,0.044238292
A1055,535000,199730,0.044248489
A214,529642,171797,0.044258687
A130,576940,195160,0.044269634
A29,500000,110460,0.044269634
A383,287800,73090,0.044284127
A51,364000,354050,0.044284127
A180,520000,412600,0.044325828
A349,401560,98180,0.04433007
A48,315040,177475,0.04433007
A41,336230,378800,0.044337176
A118,542000,185480,0.044350465
A25,551430,156140,0.044360663
A505,506000,222654,0.044360663
A563,455000,302300,0.044370861
A563,455120,303500,0.044370861
A421,472000,233380,0.044385574
A814,241500,674470,0.044443543
A4042,330800,195000,0.044450657
A571,351050,395640,0.044452442
A41,489910,211900,0.04448702
A41,490545,211225,0.04448702
A4020,505300,184100,0.044523825
A61,433000,397440,0.044530498
A61,433640,398900,0.044530498
A1042,628850,308450,0.04454499
A505,510499,220279,0.04454499
A325,486600,153000,0.044585011
A1307,553000,249600,0.044588467
A4600,438000,281050,0.044615604
A629,409400,424000,0.044615604
A3220,525400,178320,0.044666592
A325,479970,137000,0.044675422
A579,373000,409361,0.04471758
A25,504000,150950,0.044733391
A38,357758,170488,0.044921532
