Road,S Ref E,S Ref N,FdCar,Score
U,378387,355333,0,0
U,378466,415954,7,0.000710781
U,378506,421126,0,0
U,378577,399332,2,0.00020308
U,378859,345481,0,0
B4176,378925,296011,17,0.001726181
C,379045,415587,0,0
U,379087,401340,0,0
C,379106,214509,7,0.000710781
B3091,379278,114443,6,0.00060924
U61618,379372,240243,0,0
U,379431,418615,0,0
B6480,379493,465887,22,0.002233882
C,379523,160693,0,0
U,379580,434184,0,0
U,379638,411721,2,0.00020308
U,379690,423070,0,0
B5166,379810,391548,6,0.00060924
U11500,379819,272502,1,0.00010154
U,380059,432735,0,0
U,380136,395345,0,0
U,380525,139004,1,0.00010154
C,380596,356526,4,0.00040616
C,380648,351685,0,0
U,380754,413099,5,0.0005077
U,380755,388693,0,0
C,380860,405804,8,0.000812321
U,380914,405422,0,0
U,380983,410411,0,0
U,381037,411323,0,0
U,381043,401541,6,0.00060924
C,381066,195754,0,0
B6478,381084,456944,3,0.00030462
B3109,381145,154489,15,0.001523101
B6479,381399,469801,7,0.000710781
U,381419,400277,1,0.00010154
B6219,381422,411028,1,0.00010154
U,381426,212730,12,0.001218481
U,381561,216905,0,0
U,381624,394612,0,0
U,381794,392940,0,0
C,381852,386029,3,0.00030462
U,381920,340415,1,0.00010154
U12001,381926,274615,3,0.00030462
B4204,382094,256510,8,0.000812321
U,382151,403073,0,0
U,382266,416426,0,0
B4193,382418,271498,8,0.000812321
U,382492,215966,3,0.00030462
B5461,382638,397925,15,0.001523101
B5405,382670,324881,14,0.001421561
U11320,382705,272584,0,0
U,382832,328873,0,0
B6186,382952,400353,10,0.001015401
U,383048,352466,0,0
U,383050,396171,2,0.00020308
C,383350,179813,0,0
U,383357,432418,2,0.00020308
C,383361,414673,0,0
U,383365,183933,8,0.000812321
U,383409,433763,0,0
U64011,383490,259904,2,0.00020308
U,383521,431858,0,0
U,383864,402508,0,0
B6318,383928,570883,15,0.001523101
U,383954,207083,0,0
U,383988,184475,0,0
B4063,384119,218927,8,0.000812321
B4211,384152,241627,33,0.003350823
C,384154,219160,4,0.00040616
U,384206,204661,0,0
U,384522,401231,1,0.00010154
U,384530,392713,1,0.00010154
U,384629,402000,0,0
U13220,384692,280129,0,0
B5167,384783,392789,24,0.002436962
U,384966,388216,2,0.00020308
U,384993,348460,0,0
C,385041,323191,2,0.00020308
U,385054,357568,0,0
U,385054,411414,0,0
U,385185,401737,0,0
U,385187,395165,1,0.00010154
U13619,385204,274095,0,0
B5117,385267,395199,29,0.002944662
B5392,385305,370991,1,0.00010154
U,385480,393491,0,0
U,385558,410522,1,0.00010154
U,385576,439020,0,0
B4073,385642,215038,4,0.00040616
U,385676,396114,9,0.000913861
U,385690,351792,0,0
U,385691,395885,0,0
U,385741,350387,0,0
C,385742,401250,3,0.00030462
U,385778,400278,0,0
U,385784,302969,0,0
U,385818,232579,5,0.0005077
B5045,385858,346125,30,0.003046202
U,386030,388361,0,0
U,386096,158988,0,0
C2208,386096,249007,2,0.00020308
U,386161,398991,0,0
U,386273,441622,0,0
B5358,386378,382597,5,0.0005077
U,386463,392917,0,0
B6222,386520,412449,50,0.005077004
U,386529,299382,0,0
U,386561,401614,0,0
C,386586,296878,2,0.00020308
B5045,386663,346084,44,0.004467764
B5093,386726,394023,13,0.001320021
U,386796,495555,0,0
U,386811,114369,0,0
C,386866,394035,13,0.001320021
U51337,386868,255610,0,0
U,386968,438769,4,0.00040616
B5026,387010,331027,36,0.003655443
U,387108,341226,2,0.00020308
U,387357,342563,0,0
U,387454,396982,8,0.000812321
U,387548,348214,0,0
C2146,387549,267683,0,0
U,387690,298711,0,0
B6178,387778,393806,21,0.002132342
C,387886,398204,14,0.001421561
U,387889,404840,10,0.001015401
U,387900,411114,0,0
U,387946,389186,0,0
U,387991,341467,0,0
B4188,388033,278388,4,0.00040616
U,388044,216999,22,0.002233882
U,388138,404406,2,0.00020308
U,388183,439442,0,0
B3082,388201,107173,4,0.00040616
B6393,388203,402543,31,0.003147743
U,388269,298124,0,0
U,388310,288887,0,0
B4175,388382,289600,26,0.002640042
U,388415,391910,0,0
U,388432,287232,0,0
U41655,388485,262621,0,0
B6393,388494,403796,41,0.004163143
C2254,388557,262523,16,0.001624641
U,388648,106551,0,0
C,388649,209964,2,0.00020308
U,388655,298303,0,0
B6305,388776,562053,16,0.001624641
U,388832,300624,0,0
U,388915,288248,0,0
C,388931,109674,27,0.002741582
U,388992,357902,0,0
U,389065,350845,0,0
C,389139,397668,1,0.00010154
C2109,389197,246894,0,0
U,389238,295466,0,0
U,389247,358525,4,0.00040616
U,389257,396730,0,0
U,389271,387432,1,0.00010154
U,389282,413460,0,0
B6167,389474,391153,10,0.001015401
U,389495,333749,0,0
U,389506,395648,0,0
U,389524,440182,0,0
U,389536,348945,0,0
B6167,389573,393187,38,0.003858523
U,389696,299599,0,0
B6266,389820,413420,2,0.00020308
U,389869,397266,3,0.00030462
B4634,389925,223454,24,0.002436962
U,389942,395305,0,0
U,389995,163068,0,0
B6252,390129,448291,10,0.001015401
C,390265,470404,1,0.00010154
U,390325,285275,2,0.00020308
C2104,390364,240820,1,0.00010154
U,390488,284163,3,0.00030462
C,390585,127754,0,0
C,390592,359990,0,0
U,390621,383667,6,0.00060924
C,390678,366991,0,0
C,390699,335245,0,0
U,390818,405174,8,0.000812321
U,390889,403405,0,0
U,391053,292997,1,0.00010154
U,391062,288738,0,0
B5027,391104,333112,23,0.002335422
C,391272,129239,0,0
U,391345,346578,0,0
B4080,391421,235656,22,0.002233882
U,391594,344486,0,0
U,391598,373048,0,0
U,391662,174665,0,0
U,391697,402986,1,0.00010154
U,391714,293685,1,0.00010154
U,391758,391441,0,0
U,391774,221543,0,0
C,392043,284166,1,0.00010154
B5051,392091,353463,18,0.001827721
U,392116,407526,0,0
U,392182,300755,0,0
U,392186,423904,0,0
U,392367,284192,2,0.00020308
U,392401,344168,0,0
U,392433,296952,0,0
B4080,392434,242915,16,0.001624641
U,392553,290837,5,0.0005077
U,392650,290911,0,0
C,392677,302062,5,0.0005077
C,392721,456835,8,0.000812321
U,392733,297065,0,0
U,392782,289761,0,0
U,392815,298704,9,0.000913861
U,392816,89470,0,0
B5470,392923,374335,8,0.000812321
C,393020,404701,0,0
U,393039,403751,0,0
B6276,393075,522954,5,0.0005077
C,393173,400178,4,0.00040616
U,393336,390872,0,0
C,393601,297007,3,0.00030462
B4090,393672,262682,23,0.002335422
U,393673,342511,0,0
C,393891,293403,33,0.003350823
U,394017,392272,0,0
U,394017,392655,0,0
U,394042,293030,1,0.00010154
C,394109,305516,23,0.002335422
U,394128,399221,2,0.00020308
U,394214,300716,0,0
U,394350,296145,2,0.00020308
U,394401,223027,0,0
U,394494,90306,8,0.000812321
B4173,394511,287336,9,0.000913861
U,394555,129743,0,0
U,394665,298121,2,0.00020308
U,394868,294665,6,0.00060924
U42004,394948,263218,0,0
U,395184,298178,0,0
B4183,395269,282469,22,0.002233882
B4484,395423,296877,23,0.002335422
U,395521,289724,1,0.00010154
U,395545,320653,0,0
B6175,395603,397929,15,0.001523101
B6277,395720,524329,3,0.00030462
U,395765,396193,0,0
U,395769,393970,1,0.00010154
U21089,395839,268843,70,0.007107806
U,395893,294041,6,0.00060924
B3069,395913,80234,29,0.002944662
C,396224,632077,0,0
U,396271,289898,0,0
B6102,396313,389045,2,0.00020308
B4171,396327,287935,44,0.004467764
U,396476,302319,0,0
U,396493,298514,7,0.000710781
U,396632,293185,0,0
C,396646,309785,0,0
B4590,396905,298053,80,0.008123207
U,397282,291961,1,0.00010154
U,397308,383954,2,0.00020308
U,397351,116913,0,0
B3089,397430,132586,23,0.002335422
C,397575,373763,0,0
U,397583,292296,4,0.00040616
C,397636,123397,1,0.00010154
U,397671,327179,2,0.00020308
U,397771,287342,0,0
U,398080,356902,1,0.00010154
C,398287,290278,219,0.022237278
U,398354,283854,2,0.00020308
C,398391,108988,0,0
C,398399,287623,11,0.001116941
U,398411,302671,0,0
U,398690,394789,0,0
U,398708,313230,0,0
U,398710,295214,1,0.00010154
C,398778,341650,3,0.00030462
U,398874,283516,21,0.002132342
U,398987,278167,0,0
C2116,399027,240360,0,0
U,399071,396221,1,0.00010154
U,399144,282526,0,0
U,399229,314137,0,0
B4182,399261,288302,33,0.003350823
U,399310,91717,2,0.00020308
U,399312,170445,0,0
C,399342,310854,21,0.002132342
U,399356,300508,1,0.00010154
U,399539,286011,2,0.00020308
U,399580,277601,6,0.00060924
C,399589,504081,0,0
U,399598,95062,0,0
U,399624,292088,3,0.00030462
U46003,399668,238247,0,0
U,399672,281208,0,0
U,399862,302288,0,0
B5027,399900,332681,4,0.00040616
C,399959,486745,2,0.00020308
U,399969,293492,0,0
U,400023,310350,0,0
U,400090,278629,0,0
B4169,400091,288275,58,0.005889325
C,400366,183035,3,0.00030462
U,400444,170082,0,0
U,400590,301821,0,0
U,400623,170804,0,0
U,400703,293507,0,0
U,400752,407998,2,0.00020308
U,400789,381579,0,0
U23013,400832,275779,0,0
U,400861,394686,2,0.00020308
B3073,400953,100230,12,0.001218481
B3078,401008,102236,11,0.001116941
B6348,401065,629094,6,0.00060924
B3078,401081,101200,16,0.001624641
U,401204,445484,17,0.001726181
U,401352,394790,0,0
U,401384,286818,0,0
U,401438,277965,0,0
U,401550,311440,0,0
U,401740,284883,0,0
U,401762,282837,0,0
U,401820,346409,5,0.0005077
U,401885,283017,6,0.00060924
B4078,401948,231459,13,0.001320021
U,402198,99714,0,0
B6114,402290,414374,11,0.001116941
U,402418,284518,3,0.00030462
U,402599,425813,0,0
U,402609,281721,4,0.00040616
U,402664,287337,2,0.00020308
U,402752,281987,2,0.00020308
C,402796,281846,5,0.0005077
U,402802,438688,0,0
U,402870,301026,0,0
B3098,403047,156262,2,0.00020308
U,403086,300584,0,0
U,403228,280394,0,0
U,403263,202143,4,0.00040616
B3074,403347,94950,26,0.002640042
U,403430,184857,2,0.00020308
B3061,403461,93536,64,0.006498565
U,403469,437764,0,0
U,403524,279290,1,0.00010154
U,403570,278906,3,0.00030462
U,403657,293786,0,0
C,403686,331301,0,0
B6142,403854,437566,7,0.000710781
U,404064,425518,0,0
U31019,404083,265045,0,0
B3369,404190,89252,4,0.00040616
B4632,404231,230743,10,0.001015401
U,404271,317269,0,0
C,404275,515577,1,0.00010154
B4154,404617,299765,72,0.007310886
U31161,404698,267104,2,0.00020308
U,404800,281768,0,0
U,404889,291415,4,0.00040616
C,404935,278810,9,0.000913861
U,404946,443042,0,0
U,405077,304523,1,0.00010154
U,405177,286613,0,0
U,405214,291168,0,0
C2035,405377,271170,2,0.00020308
U,405408,443005,0,0
U,405538,441304,0,0
C,405576,424005,0,0
B4124,405594,289030,10,0.001015401
U,405601,422924,1,0.00010154
U,405688,286484,4,0.00040616
U,405729,278743,0,0
U,405735,91768,30,0.003046202
U,405885,116630,0,0
U,405912,560573,3,0.00030462
U,405977,286173,8,0.000812321
U,406028,521942,0,0
B5470,406053,380851,24,0.002436962
U,406062,93192,6,0.00060924
C,406105,366728,3,0.00030462
U,406252,302165,0,0
U33211,406276,265231,33,0.003350823
U,406318,302030,0,0
U,406440,280923,0,0
C,406491,559859,9,0.000913861
C,406617,293514,1,0.00010154
B3083,406887,143554,7,0.000710781
C,406909,379500,1,0.00010154
U,406938,285906,5,0.0005077
B4090,407016,259414,10,0.001015401
U,407086,286388,0,0
U,407146,291198,6,0.00060924
U,407207,262991,4,0.00040616
B4126,407247,285674,5,0.0005077
U32000,407292,265845,5,0.0005077
U,407411,293458,1,0.00010154
U,407500,295680,0,0
U,407551,297017,2,0.00020308
U,407626,296158,0,0
U,407686,298909,0,0
U,407687,289247,0,0
U,407781,299016,0,0
U,407833,283718,0,0
U,407850,296263,1,0.00010154
C,408216,283583,2,0.00020308
U,408264,279590,4,0.00040616
U,408345,288433,4,0.00040616
B4151,408364,298517,20,0.002030802
B4132,408413,289208,56,0.005686245
B4128,408677,286150,24,0.002436962
C,408698,294529,2,0.00020308
U,408719,285177,1,0.00010154
U,408828,288410,1,0.00010154
B6144,408897,435551,13,0.001320021
U,409030,283228,0,0
B5014,409057,317262,8,0.000812321
U,409060,288706,3,0.00030462
U,409144,108152,0,0
U,409153,286537,0,0
B4085,409181,249585,4,0.00040616
U,409252,282367,0,0
C,409346,436065,6,0.00060924
B3066,409366,91249,18,0.001827721
U,409383,282702,0,0
U,409432,551404,0,0
U,409490,93633,1,0.00010154
U,409490,420940,0,0
C,409639,549938,3,0.00030462
B4145,409758,287525,49,0.004975464
B4531,409797,292050,23,0.002335422
U,409858,257133,2,0.00020308
U,410015,422806,0,0
U,410085,279281,0,0
U,410156,281756,0,0
B6108,410172,410688,11,0.001116941
U,410181,293608,4,0.00040616
U,410303,415904,0,0
C,410359,223507,2,0.00020308
U,410404,410706,0,0
U,410415,282308,25,0.002538502
U,410455,551730,0,0
C,410610,300506,0,0
U,410631,281993,3,0.00030462
B4553,410635,189617,19,0.001929262
C,410671,285601,2,0.00020308
U,410694,287734,0,0
U,410697,94438,1,0.00010154
U,410761,287697,2,0.00020308
U,410788,290135,1,0.00010154
U,410902,292048,0,0
U,410983,285793,0,0
U,411046,439930,0,0
U,411086,516807,0,0
U,411137,186014,6,0.00060924
B4142,411186,293414,8,0.000812321
U,411191,417359,0,0
C,411209,375953,2,0.00020308
U,411281,279948,0,0
B4146,411285,284042,24,0.002436962
U,411301,440341,0,0
C,411348,613924,0,0
B4146,411692,284227,23,0.002335422
U,411808,280063,2,0.00020308
U,411860,101785,0,0
B4128,411901,286938,26,0.002640042
C,411921,323593,7,0.000710781
U,411954,298282,4,0.00040616
B6108,412080,412882,33,0.003350823
U,412100,281208,0,0
U,412180,416699,2,0.00020308
U,412193,435659,0,0
C,412213,253962,1,0.00010154
U,412238,317200,43,0.004366224
U,412312,430288,0,0
C,412375,136858,2,0.00020308
U,412514,291342,0,0
U,412639,299441,0,0
U,412712,91987,0,0
B6144,412806,435466,6,0.00060924
U,412900,328258,1,0.00010154
B439,412900,253184,18,0.001827721
U,412977,346472,0,0
B4006,413142,185140,72,0.007310886
U,413150,92712,6,0.00060924
C,413168,612529,0,0
B6108,413181,414781,27,0.002741582
B4587,413202,186801,27,0.002741582
U,413215,295212,2,0.00020308
C,413232,275994,7,0.000710781
C,413308,376442,1,0.00010154
C,413410,463645,0,0
U,413598,160060,0,0
U,413733,279543,0,0
U,413757,287099,0,0
U,413804,291256,4,0.00040616
C,413880,111040,0,0
U,413911,92407,0,0
U,413954,290894,0,0
U,414033,280337,8,0.000812321
U,414134,296791,0,0
U,414159,563892,21,0.002132342
U,414314,288827,0,0
B4102,414384,279518,22,0.002233882
C,414403,438287,4,0.00040616
U,414460,287908,0,0
U,414566,245316,0,0
U,414612,423111,0,0
U,414635,180963,0,0
U,414645,417264,0,0
