Road,S Ref E,S Ref N,FdCar,Score
A4000,521600,183200,5992,0.608428175
A3,521650,169910,3628,0.36838742
A238,521660,170050,4978,0.505466531
A404,521680,183510,11156,1.132781161
A4000,521685,182900,7242,0.735353278
A315,521700,178600,12928,1.312710188
M25,521708,201110,96259,9.774146809
A5,521750,188400,28980,2.942631593
A3,521750,170000,38464,3.905637736
A404,521751,183373,9964,1.011745383
A238,521790,169910,19272,1.956880471
A4,521800,178170,82172,8.343751666
A3,521800,169700,59175,6.008634387
A3,521800,169960,1317,0.133728289
A152,521818,335011,3294,0.334473032
A3,521820,169810,8886,0.902285174
A1,521840,192000,57563,5.844951774
A504,521970,188000,6362,0.645998005
A315,522000,178630,8898,0.903503655
A407,522000,184800,13672,1.388256009
A406,522000,187000,69334,7.040180086
A2043,522000,166270,17221,1.748621762
A27,522000,106600,52959,5.377461233
A404,522000,183200,6880,0.698595768
A3,522000,172700,104717,10.63297283
A24,522000,162050,18804,1.909359713
A281,522000,125000,8046,0.816991504
A411,522000,195460,9056,0.919546988
A3,522002,167864,84642,8.59455567
A40,522002,180961,69271,7.03378306
A4,522005,178312,95837,9.731296894
A5,522030,188050,18837,1.912710536
A4088,522040,185000,12463,1.265494049
A1001,522050,206246,6618,0.671992267
A504,522050,188160,3182,0.323100543
A1,522070,199000,47970,4.870877761
M25,522100,153680,119818,12.16632961
A306,522100,175000,25617,2.601152295
A504,522100,188060,3182,0.323100543
A3,522153,168000,84402,8.57018605
M1,522170,189100,36801,3.736776579
A1,522170,226120,59723,6.064278352
A240,522170,162000,17754,1.802742626
A238,522170,169680,10306,1.046472091
A404,522219,183000,25422,2.581351979
A24,522230,162200,29894,3.035439229
A5,522280,187700,17932,1.820816761
A1,522300,214000,70714,7.1803054
A1126,522300,273050,17973,1.824979904
M1,522300,190660,18372,1.865494397
A24,522300,163000,33110,3.361992134
A1,522300,205000,54492,5.53312218
A2043,522310,166000,22307,2.265054622
A3,522360,169000,59175,6.008634387
A1,522390,199850,9594,0.974175552
A505,522393,232015,9267,0.940971945
A1,522400,209935,73947,7.508584487
A504,522400,188500,13808,1.40206546
A41,522440,190000,42016,4.26630811
A1,522440,199970,38376,3.896702209
A1,522457,212000,62031,6.298632863
A306,522480,176000,13643,1.385311347
A41,522500,189060,51742,5.253886953
A605,522500,296170,8110,0.82349007
A1001,522520,210000,16812,1.707091868
A5,522570,187310,14346,1.456694025
A5,522600,187330,3586,0.364122736
A47,522600,303000,22358,2.270233166
A602,522630,226750,31597,3.208361989
A1072,522637,225056,13166,1.336876727
A2022,522700,160060,7380,0.749365809
A6129,522710,211000,23976,2.43452502
A219,522720,182000,20520,2.083602495
A406,522751,187380,65699,6.671081885
A505,522800,232000,24337,2.47118099
A46,522840,407000,12812,1.300931538
A5,522850,186950,10718,1.088306605
A306,522900,178000,17625,1.789643955
A414,522900,210240,21934,2.227180171
A507,522917,236332,17120,1.738366214
A404,522950,182780,11480,1.165680148
A1072,522950,224022,22664,2.301304432
A1155,522999,224269,11892,1.207514662
A306,523000,178150,17625,1.789643955
A1000,523000,208000,12106,1.22924424
A1,523000,229000,54985,5.583181441
A41,523000,188400,49365,5.012526177
A205,523000,175320,15602,1.584228368
A402,523000,179600,17619,1.789034715
A504,523000,189400,17855,1.812998174
A407,523000,184650,9225,0.936707262
A3,523000,173270,52675,5.34862385
A153,523000,358540,8876,0.901269773
A602,523000,226100,34722,3.525674747
A24,523001,164319,14550,1.477408202
A315,523018,178564,9347,0.949095152
A1073,523020,305000,2647,0.268776599
A232,523020,162160,14402,1.462380269
A315,523040,178760,8695,0.882891018
A40,523100,181060,69271,7.03378306
A1136,523140,410500,8683,0.881672537
A602,523150,225710,15428,1.566560394
A602,523160,225470,12435,1.262650927
A27,523160,106400,17367,1.763446614
A4020,523200,180000,11227,1.139990507
A240,523200,160080,20526,2.084211735
A240,523225,159500,11883,1.206600801
A1,523246,236622,5903,0.599391107
A1,523250,236600,23610,2.39736135
A40,523250,181080,69271,7.03378306
A602,523252,225003,19352,1.965003678
A18,523270,402000,3679,0.373565964
A602,523270,225500,13101,1.330276622
A306,523278,178510,35497,3.604368311
A219,523300,180500,10693,1.085768103
A4,523300,178400,51688,5.248403788
A1000,523300,215740,10649,1.081300339
A219,523360,179800,20334,2.064716039
A141,523360,274000,14205,1.442376873
A406,523380,187700,66994,6.802576292
A1,523396,236238,40449,4.1071948
A505,523400,231090,21925,2.226266311
A502,523400,189000,15310,1.554578664
A219,523400,179000,19622,1.9924195
A1000,523420,216060,23163,2.351972933
A24,523432,165004,14550,1.477408202
A40,523485,181110,69271,7.03378306
A6129,523500,212000,16639,1.689525434
A1,523500,216090,62615,6.357932271
A1000,523500,206410,16969,1.723033661
A5109,523500,194160,18163,1.84427252
A1070,523504,223688,13001,1.320122614
A407,523520,185000,7775,0.789474142
A602,523550,224010,28232,2.866679611
A219,523560,178000,15686,1.592757735
A219,523570,173000,17498,1.776748365
A402,523600,179830,14544,1.476798961
A504,523600,189400,12084,1.227010358
A4020,523600,179900,19241,1.953732729
A1,523600,190000,42922,4.358303425
A3220,523615,180795,39762,4.037436764
A1072,523623,223020,24238,2.461128522
A219,523637,178443,10546,1.070841711
A219,523660,174000,20207,2.051820449
A1155,523668,224472,24390,2.476562614
A240,523700,158730,13377,1.358301685
A3220,523700,180400,39762,4.037436764
A602,523708,222589,36306,3.686514238
A232,523710,162430,10263,1.042105868
A153,523720,359400,6097,0.619089883
A27,523750,107070,37835,3.841769024
A406,523781,188114,55824,5.66837357
A3220,523830,180006,39762,4.037436764
A153,523860,360000,3407,0.345947061
A602,523900,223830,16105,1.63530303
A238,523910,169460,5662,0.574919948
A1000,523930,209900,18061,1.833915431
A1,523935,233000,40449,4.1071948
A41,524000,187540,51199,5.198750688
A232,524000,163540,10263,1.042105868
A1136,524000,409100,14376,1.459740227
A298,524000,169150,15676,1.591742335
A315,524000,178720,12096,1.228228839
A404,524000,182440,12737,1.293316032
A3218,524000,177520,7532,0.764799902
A1000,524000,212150,13026,1.322661116
A52,524000,338700,6386,0.648434967
A219,524000,176800,12362,1.255238501
A1081,524000,197600,8825,0.896091229
A3,524000,174000,19211,1.950686526
A4,524000,178400,68880,6.994080888
A411,524000,196420,20431,2.074565427
A1155,524000,224000,18479,1.876359186
A3220,524000,179770,31259,3.174041441
A407,524000,185870,11318,1.149230655
A24,524000,165908,15455,1.569301976
A151,524000,322470,5879,0.596954145
A1000,524000,215477,25113,2.549976094
A14,524000,271400,49202,4.995975143
A17,524010,338800,8774,0.890912685
A414,524050,209710,19938,2.024506166
A219,524060,175400,12409,1.260010885
A1000,524080,210100,17784,1.805788829
A602,524082,222768,22430,2.277544052
A1,524100,189400,26580,2.698935395
A1000,524100,215000,16433,1.668608177
A270,524100,106070,19085,1.937892476
A1081,524100,197400,8914,0.905128296
A2043,524130,164000,14149,1.436690628
A406,524130,189000,52784,5.359691719
A507,524155,234892,7177,0.728753173
A505,524180,231200,26725,2.713658707
A219,524200,175700,30403,3.087123131
A40,524200,181350,57609,5.849622617
A217,524208,155504,29493,2.994721656
A1155,524250,224550,23399,2.375936392
A602,524253,223020,18954,1.924590725
A1,524300,219600,71753,7.285805545
A1081,524300,197000,10761,1.092672829
A219,524322,175861,30403,3.087123131
A219,524370,176150,16214,1.646370899
A5,524400,185000,8577,0.870909288
A232,524424,163642,15776,1.601896343
A504,524430,190000,15009,1.524015099
A1000,524495,213364,12381,1.257167762
A1,524500,189330,78502,7.971099563
A205,524500,174850,15839,1.608293368
A3220,524500,179200,17666,1.793807099
A1000,524500,196700,14084,1.430090523
A507,524500,234240,7607,0.772415408
A217,524560,158500,23982,2.43513426
A3220,524564,179298,17994,1.827112246
A315,524597,179028,12096,1.228228839
A2022,524600,160300,12496,1.268844872
A52,524600,340000,5040,0.511762016
A1000,524640,197475,9962,1.011542303
A315,524700,179100,15930,1.617533516
A3220,524730,179000,13276,1.348046136
A1000,524730,198000,10202,1.035911922
A217,524800,162990,22083,2.242309644
A217,524800,160000,28531,2.897040096
A1000,524839,213689,13128,1.333018204
A504,524860,190300,8364,0.849281251
A598,524870,190000,18552,1.883771612
A1000,524890,213501,11807,1.198883755
A1,524900,189400,59027,5.993606454
M25,524911,200067,98206,9.97184535
A5000,524969,190529,9069,0.920867009
A4,524974,178568,68880,6.994080888
A414,524993,210013,19770,2.007447433
A3218,524995,177850,8415,0.854459795
A1072,524999,226208,11284,1.145778292
A3,525000,174600,27844,2.827282059
A308,525000,176360,10376,1.053579897
A407,525000,186440,7787,0.790692623
A502,525000,187470,7747,0.78663102
A598,525000,190400,11130,1.130141119
A605,525000,297320,9439,0.958436839
A1121,525000,343660,5430,0.551362648
A155,525000,360000,2377,0.241360776
A238,525000,169850,13421,1.362769448
A598,525000,188120,14715,1.494162315
A1000,525000,196120,20533,2.084922516
A24,525000,167270,20569,2.088577959
A272,525000,122600,13440,1.36469871
A4003,525000,184070,4962,0.50384189
A5109,525000,193900,16923,1.718362818
A180,525000,410800,23131,2.34872365
A3220,525000,178870,11298,1.147199853
A41,525000,186050,28089,2.85215938
A217,525000,165400,27820,2.824845097
A217,525000,160700,31463,3.194755618
A281,525000,114000,5804,0.589338639
A315,525000,179270,15930,1.617533516
A3220,525000,178670,19139,1.943375641
A151,525000,323500,9436,0.958132219
A264,525000,134370,16430,1.668303557
A402,525000,180400,20807,2.112744498
A217,525000,153660,29190,2.963955011
A232,525000,163850,15417,1.565443453
A404,525000,182070,10099,1.025453294
A1000,525000,205530,10742,1.090743567
A2022,525000,160257,13840,1.405314743
A3209,525000,175100,12605,1.279912741
A3219,525000,177240,4948,0.502420329
A4207,525000,181660,6991,0.709866717
A141,525000,273893,12590,1.27838964
A46,525000,407670,15470,1.570825078
A259,525000,105070,13345,1.355052402
A304,525000,176960,10091,1.024640973
A25,525000,150320,15921,1.616619655
A507,525000,233670,5549,0.563445918
A27,525000,107950,37835,3.841769024
A2220,525050,134970,13257,1.346116875
A598,525070,186300,8448,0.857810618
A5,525120,184020,13764,1.397597697
A25,525200,150250,14378,1.459943307
A25,525200,150480,15216,1.545033897
A598,525200,187000,7509,0.76246448
A4,525223,178765,53800,5.462856443
A218,525230,174430,2639,0.267964278
A218,525280,173500,10980,1.114910107
A5,525280,183800,13764,1.397597697
A4206,525297,181053,4314,0.438043916
A402,525300,180455,16708,1.6965317
A3,525300,174700,21713,2.204739813
A24,525300,168000,11441,1.161720085
A3220,525300,178960,10330,1.048909053
A217,525370,150200,8022,0.814554542
A406,525400,189550,60053,6.097786579
A3220,525400,178320,19569,1.987037876
A3,525400,174700,26863,2.727671238
A218,525400,174500,10679,1.084346542
A217,525400,151000,14052,1.42684124
A3,525412,174808,23915,2.428331075
A25,525430,150400,14483,1.470605016
A40,525432,181677,57609,5.849622617
A217,525440,150140,9332,0.947572051
A25,525450,150280,7751,0.78703718
A217,525450,150000,15064,1.529599804
A4204,525450,180000,13828,1.404096262
A3218,525467,178119,8093,0.821763888
A270,525510,105850,19085,1.937892476
A218,525515,174775,8272,0.839939563
A402,525525,180536,19356,1.965409838
A3,525528,174848,22332,2.267593124
A219,525540,170471,9498,0.964427704
A25,525540,150300,16816,1.707498029
A3220,525553,178555,21433,2.17630859
A218,525580,172000,10980,1.114910107
A304,525599,177259,10811,1.097749833
A3,525600,174660,23037,2.339178882
A502,525600,187310,12129,1.231579662
A5,525610,183400,13764,1.397597697
A23,525670,136000,24586,2.49646447
A3218,525678,178258,10310,1.046878251
A504,525680,190000,13492,1.369978794
A217,525700,174800,5421,0.550448788
A25,525700,150370,13699,1.390997591
A3220,525700,178000,19338,1.963582117
A602,525750,222600,19403,1.970182222
A24,525754,168631,13786,1.399831578
A217,525760,176000,30225,3.069048996
A3,525770,174900,20315,2.062786778
A217,525770,148250,10846,1.101303736
A219,525800,170000,20371,2.068473022
A3,525800,174630,20865,2.118633823
A1000,525800,200000,9624,0.977221755
A293,525800,105450,15348,1.558437187
A259,525812,104960,13345,1.355052402
A3,525830,174800,20423,2.073753107
A1136,525830,409350,9932,1.0084961
A232,525850,163870,12205,1.239296708
A24,525870,169000,28524,2.896329316
A406,525870,190000,69662,7.073485233
A232,525900,164020,11387,1.15623692
A23,525920,132000,46656,4.737454093
A1000,525950,204140,15324,1.556000225
A402,525962,180603,19356,1.965409838
A308,525975,177160,20766,2.108581355
A1000,525980,200700,10683,1.084752702
A4,526000,178870,44042,4.472028317
A3218,526000,178400,11541,1.171874093
A504,526000,189830,10952,1.112066984
A5,526000,182930,12447,1.263869408
A598,526000,191620,16684,1.694094738
A217,526000,146574,9771,0.992148147
A238,526000,170080,15971,1.621696659
A304,526000,177500,12533,1.272601855
A4206,526000,181300,7961,0.808360597
A3220,526000,177876,14616,1.484109847
A23,526000,135430,15335,1.557117166
A297,526000,168500,21381,2.171028506
A217,526000,175200,19252,1.95484967
A3,526000,174700,18543,1.882857751
A239,526000,168000,5883,0.597360306
A24,526000,169780,17313,1.75796345
A16,526000,321000,7048,0.715654502
A315,526002,179708,26098,2.649993075
A217,526020,175500,30225,3.069048996
A1000,526023,200992,15085,1.531732146
A1000,526030,195000,23219,2.357659177
A217,526050,152000,15205,1.543916956
A297,526060,166685,9667,0.981587978
A23,526091,129957,46995,4.771876181
A2220,526100,136000,8503,0.863395322
A270,526110,105840,20640,2.095787304
A1000,526125,202000,10000,1.015400826
A308,526131,177643,12781,1.297783795
A217,526133,166658,11103,1.127399537
A2044,526140,148680,13477,1.368455693
A41,526150,185000,35745,3.629550252
A293,526150,107000,17507,1.777662226
A308,526156,177324,21810,2.214589201
A153,526160,369000,7698,0.781655556
A3220,526160,177477,12919,1.311796327
A1000,526190,203000,11869,1.20517924
A111,526200,200620,12544,1.273718796
M23,526200,133250,37325,3.789983582
A214,526230,175140,29950,3.041125473
A297,526240,168000,9667,0.981587978
A23,526240,133290,9331,0.947470511
A3,526300,174780,14658,1.48837453
A3220,526300,177500,12742,1.293823732
A598,526300,192100,10882,1.104959179
A3036,526300,174840,15525,1.576409782
A3217,526303,177395,12821,1.301845399
A1000,526330,193000,21318,2.16463148
A1003,526330,191980,15946,1.619158157
A3220,526339,177258,16355,1.660688051
A272,526350,122550,5263,0.534405455
A293,526370,106000,19239,1.953529649
A111,526390,200400,12669,1.286411306
A23,526400,134000,18681,1.896870283
A1000,526400,192100,10808,1.097445213
A272,526400,122470,12087,1.227314978
A180,526400,410290,26201,2.660451704
A214,526400,174850,29950,3.041125473
A3220,526418,177332,11507,1.16842173
A3036,526420,174920,15525,1.576409782
A238,526420,170130,11693,1.187308186
A151,526450,323830,8587,0.871924689
A270,526486,105809,23668,2.403250675
A23,526500,128000,53648,5.44742235
A1000,526500,191000,25686,2.608158561
A3217,526500,177500,12821,1.301845399
A3,526500,174820,14658,1.48837453
A1243,526500,408500,16658,1.691454696
A1243,526520,407000,16910,1.717042796
A23,526530,124970,44434,4.511832029
A46,526530,407900,27471,2.789407609
A406,526550,190570,6482,0.658182815
A2219,526560,135300,4004,0.406566491
A3,526570,174900,17066,1.732883049
A16,526570,325000,12557,1.275038817
A2004,526580,135100,21421,2.175090109
A406,526580,190730,46142,4.68526249
A217,526600,172000,16567,1.682214548
A272,526600,122570,2632,0.267253497
A406,526600,190880,6482,0.658182815
A23,526620,122300,42212,4.286209966
A1000,526620,190600,18425,1.870876022
A41,526639,184005,14190,1.440853772
A272,526660,122280,2632,0.267253497
A3205,526689,176000,29539,2.999392499
A3220,526700,177380,24862,2.524489533
A2219,526700,136500,9621,0.976917135
A111,526720,199890,14312,1.453241662
A23,526750,121000,46398,4.711256752
A4206,526760,181690,50934,5.171842566
A16,526762,315860,8293,0.842071905
A24,526770,170000,14420,1.464207991
A1136,526800,409500,10105,1.026062534
A5,526800,182000,15818,1.606161026
A1005,526800,200150,10302,1.046065931
A2219,526840,137000,11214,1.138670486
A3220,526843,177624,7872,0.79932353
A23,526900,116400,42020,4.26671427
A214,526930,174000,16313,1.656423367
A1000,526930,190000,18479,1.876359186
A40,526950,181700,61992,6.294672799
A23,526950,119500,44852,4.554275784
A3220,526955,177438,15441,1.567880415
M25,526980,200380,76222,7.739588174
A41,526997,182978,14190,1.440853772
A315,527000,179700,11247,1.142021309
A3217,527000,177930,14815,1.504316323
A25,527000,150270,12457,1.264884809
A308,527000,178550,12781,1.297783795
A2038,527000,106500,9501,0.964732325
A3036,527000,175230,11006,1.117550149
A24,527000,170700,9849,1.000068273
A402,527000,180830,22209,2.255103694
A239,527000,168200,13307,1.351193879
A428,527000,259900,17105,1.736843113
A4205,527000,181500,3592,0.364731977
A1,527000,188800,23613,2.39766597
A2220,527000,136380,7471,0.758605957
A4209,527000,181280,20720,2.103910511
A605,527000,297200,9209,0.93508262
A232,527000,164230,12670,1.286512846
A1243,527000,405500,10092,1.024742513
A14,527000,270000,49202,4.995975143
A46,527000,408070,16905,1.716535096
A5205,527001,182750,16692,1.694907058
A23,527020,138500,22625,2.297344368
A3220,527050,177310,15441,1.567880415
A16,527050,330000,9676,0.982501839
A17,527059,335352,8133,0.825825492
A5,527100,181660,23144,2.350043671
A4,527131,179098,28157,2.859064105
A111,527140,199000,14312,1.453241662
A41,527143,182845,27835,2.826368199
A5,527180,181580,23144,2.350043671
A16,527180,410000,12631,1.282552783
A3207,527180,175830,7004,0.711186738
A23,527189,113972,43905,4.458117326
A3,527200,175050,11216,1.138873566
A217,527200,168000,11103,1.127399537
A3212,527200,177600,26292,2.669691851
A501,527270,181770,61992,6.294672799
A2004,527280,136500,15332,1.556812546
A1005,527300,200000,10302,1.046065931
A3205,527300,176300,15570,1.580979086
A24,527300,171200,9849,1.000068273
A2004,527340,136000,13110,1.331190483
A501,527370,181750,11409,1.158470802
A3031,527370,177590,8093,0.821763888
A1000,527400,188950,13558,1.37668044
A1136,527400,409575,13626,1.383585165
A217,527400,168370,21528,2.185954898
A41,527410,182550,17995,1.827213786
A504,527430,189485,12379,1.256964682
A16,527440,408500,13086,1.328753521
A502,527450,185000,12129,1.231579662
A236,527466,169165,17172,1.743646298
A3220,527470,176600,8918,0.905534456
A5,527500,181240,21949,2.228703273
A3220,527500,176700,7210,0.732103995
A180,527500,410450,22823,2.317449305
A3220,527500,176450,11273,1.144661351
A4,527500,179400,17804,1.80781963
A1,527500,188620,23613,2.39766597
A2044,527510,148000,5537,0.562227437
A406,527550,191270,57677,5.856527343
A3031,527550,177000,8093,0.821763888
A1198,527570,265000,7835,0.795566547
A3220,527580,176600,4491,0.456016511
A16,527580,404750,18835,1.912507455
A3205,527600,176430,13924,1.41384411
A501,527600,181860,61330,6.227453265
A3,527600,175150,11077,1.124759495
A239,527600,168400,13460,1.366729512
A3036,527600,175500,18272,1.855340389
A23,527600,142570,14991,1.522187378
A1000,527632,188758,13558,1.37668044
A3220,527670,176000,12437,1.262854007
A3031,527673,176587,2151,0.218412718
A23,527674,142274,30117,3.058082667
A217,527690,168748,16672,1.692876257
A5,527700,181040,26469,2.687664446
A24,527740,172000,14653,1.48786683
A217,527740,171160,12829,1.302657719
A41,527750,182000,9514,0.966052346
A27,527794,107821,48034,4.877376327
A1198,527800,262490,9100,0.924014751
A23,527800,150000,18427,1.871079102
A23,527800,140020,16629,1.688510033
A25,527800,150500,6991,0.709866717
A41,527800,181860,11138,1.13095344
A217,527820,169190,16516,1.677036004
A41,527850,181700,11138,1.13095344
A16,527850,407000,14008,1.422373477
A111,527850,197000,32710,3.321376101
A501,527862,181939,57891,5.878256921
A3220,527870,175300,10699,1.086377344
A3,527885,175185,22438,2.278356373
A25,527900,150700,4380,0.444745562
A41,527900,181810,902,0.091589154
A16,527900,405300,18147,1.842647879
A41,527910,182000,9625,0.977323295
A23,527920,112950,5282,0.536334716
A3216,527930,179000,9116,0.925639393
A217,527930,170000,12829,1.302657719
A41,527950,181900,6347,0.644474904
A41,528000,181700,6347,0.644474904
A3036,528000,175600,12201,1.238890548
A2004,528000,137600,8547,0.867863086
A205,528000,175030,13386,1.359215545
A2022,528000,161160,15729,1.597123959
A428,528000,260470,15990,1.62362592
A239,528000,168310,12798,1.299509977
A259,528000,104500,16533,1.678762185
A23,528000,143300,16474,1.67277132
A242,528000,152100,7115,0.722457688
A5204,528000,181174,8133,0.825825492
A23,528000,141910,25262,2.565105566
A110,528000,195670,13128,1.333018204
A501,528000,182004,50954,5.173873368
A1003,528000,192140,18769,1.90580581
A3205,528000,176600,12526,1.271891074
A5205,528000,183640,13872,1.408564026
A23,528000,151000,12954,1.31535023
A239,528000,168050,5369,0.545168703
A4,528000,179760,29826,3.028534503
A270,528000,105950,18271,1.855238849
A109,528000,193170,11976,1.216044029
A272,528000,122740,8759,0.889389583
A3212,528000,177780,23303,2.366188544
A40,528000,181020,4127,0.419055921
A504,528000,189630,12379,1.256964682
A3,528000,175199,12504,1.269657193
A2011,528000,137900,14002,1.421764236
A41,528000,181230,11138,1.13095344
A2023,528010,107000,5882,0.597258766
A23,528020,150450,17975,1.825182984
A41,528030,181100,11138,1.13095344
A3216,528030,178500,8091,0.821560808
A236,528044,168612,20280,2.059232875
A41,528050,181300,3793,0.385141533
A16,528080,403760,13469,1.367643372
A4202,528089,180542,62648,6.361283094
A3217,528090,178740,14488,1.471112716
A23,528110,150780,27268,2.768794972
A5204,528114,181216,8133,0.825825492
A236,528130,168300,20170,2.048063466
A41,528130,181300,6347,0.644474904
A40,528150,181050,5084,0.51622978
A205,528170,175120,16584,1.68394073
A205,528180,175000,19008,1.93007389
A41,528200,181100,6347,0.644474904
A237,528200,168000,15233,1.546760078
A237,528200,167552,16201,1.645050878
A25,528220,150350,10812,1.097851373
A3216,528230,178250,7491,0.760636759
A110,528255,195675,13128,1.333018204
A153,528300,380000,2433,0.247047021
M25,528300,153800,113236,11.49799279
A46,528320,408000,17218,1.748317142
A3217,528340,179000,14488,1.471112716
A16,528340,400000,10075,1.023016332
A3,528400,175200,17828,1.810256592
A2023,528400,105000,6643,0.674530769
A216,528420,170000,10684,1.084854242
A23,528430,145000,18126,1.840515537
A2300,528430,120540,14610,1.483500607
A5205,528470,183640,13612,1.382163604
A23,528470,112840,48858,4.961045355
A40,528500,181100,1125,0.114232593
A214,528500,172020,13597,1.380640503
A2038,528500,107900,17867,1.814216655
A5204,528500,181330,10721,1.088611225
A504,528500,189540,8163,0.828871694
A2220,528500,136750,22635,2.298359769
A3216,528561,177902,16826,1.70851343
A236,528568,168003,19220,1.951600387
A3216,528580,176000,6611,0.671281486
A3214,528600,178600,7463,0.757793636
A302,528600,179500,22914,2.326689452
A3213,528600,178960,8126,0.825114711
A3216,528600,177600,16826,1.70851343
A3217,528600,179260,14650,1.48756221
A504,528600,189740,8424,0.855373656
A23,528610,154700,6682,0.678490832
A3216,528630,175500,5293,0.537451657
A23,528630,152500,13946,1.416077992
A237,528640,165000,8489,0.861973761
A4201,528650,183580,7708,0.782670957
A111,528700,195000,16753,1.701101003
A1003,528726,192452,22807,2.315824663
A23,528730,156000,25047,2.543274448
A302,528737,179285,19109,1.940329438
A4201,528760,183000,8559,0.869081567
A4201,528800,181700,7471,0.758605957
A24,528800,174000,11192,1.136436604
A501,528800,182200,59366,6.028028542
A502,528800,184300,8788,0.892334246
A4201,528800,183800,10860,1.102725297
A3214,528800,179000,17584,1.785480812
A205,528815,174410,19008,1.93007389
A24,528825,174305,11192,1.136436604
A502,528830,184000,5159,0.523845286
A1,528870,187800,16748,1.700593303
A4,528900,180220,29233,2.968321234
A237,528900,164000,16384,1.663632713
A3217,528900,179330,25375,2.576579595
A3214,528900,179200,6176,0.62711155
A400,528930,184000,4893,0.496835624
A302,528947,179161,6140,0.623456107
A400,528950,183780,8288,0.841564204
A503,528950,183630,8016,0.813945302
A503,528950,183920,11092,1.126282596
A400,528960,184400,9537,0.968387768
A3214,528970,179400,12736,1.293214492
A4201,528970,181400,7552,0.766830704
A2011,529000,138420,32489,3.298935743
A400,529000,185000,13471,1.367846452
A503,529000,183970,14594,1.481875965
A1110,529000,192470,10659,1.08231574
A18,529000,395000,2902,0.29466932
A3,529000,175220,11555,1.173295654
A1031,529000,408000,16064,1.631139887
A5204,529000,181480,6957,0.706414355
A5202,529000,184500,8986,0.912439182
A501,529004,182226,59319,6.023256159
A202,529040,178950,4084,0.414689697
A503,529040,183800,10123,1.027890256
A202,529050,179270,12197,1.238484387
A504,529050,189520,18603,1.888950156
A302,529060,179150,16108,1.63560765
A400,529060,184100,11631,1.1810127
A23,529060,157500,22793,2.314403102
A23,529080,154000,12335,1.252496919
A202,529080,179000,11616,1.179489599
A40,529080,181250,5959,0.605077352
A4201,529080,181350,3691,0.374784445
A406,529080,191840,57677,5.856527343
A4201,529100,181000,9533,0.967981607
A109,529100,191950,13474,1.368151073
A602,529100,220020,13565,1.37739122
A5202,529110,184330,3780,0.383821512
A5202,529120,184380,5525,0.561008956
A1003,529120,193000,14706,1.493248454
A400,529140,183500,17407,1.767508217
A503,529150,184100,20174,2.048469626
A400,529160,183270,8523,0.865426124
A400,529180,186010,11132,1.130344199
A5204,529193,181549,6957,0.706414355
A400,529200,183000,22859,2.321104748
A400,529200,183160,10293,1.04515207
A1098,529200,406300,18268,1.854934229
A24,529200,175000,23032,2.338671182
A23,529222,111431,57772,5.866173651
A216,529230,171000,13963,1.417804173
A503,529230,184250,20266,2.057811314
A23,529230,112350,2015,0.204603266
A23,529240,112250,45827,4.653277364
A4200,529249,183314,4789,0.486275455
A1,529260,187130,16748,1.700593303
A2022,529278,161636,9047,0.918633127
A27,529295,108924,62113,6.306959149
A5202,529300,184000,7886,0.800745091
A3213,529300,178500,5602,0.568827543
A273,529340,112300,13980,1.419530354
A400,529350,183600,10099,1.025453294
A400,529350,186670,9569,0.97163705
A23,529360,110000,57772,5.866173651
A501,529360,182384,44748,4.543715615
A237,529365,161725,16384,1.663632713
A5202,529390,184000,3596,0.365138137
A4,529395,180534,5971,0.606295833
A406,529400,192130,34929,3.546693544
A400,529430,182000,15043,1.527467462
A273,529450,119000,10565,1.072770972
A3,529455,175278,13422,1.362870988
A4,529470,180208,12459,1.265087889
A4200,529470,183000,7678,0.779624754
A5204,529496,181746,4127,0.419055921
A5200,529500,185450,10678,1.084245002
M23,529500,141700,43582,4.425319879
A40,529500,181330,5959,0.605077352
A503,529500,184600,15048,1.527975163
A400,529500,186570,1741,0.176781284
A501,529600,182500,29380,2.983247626
A1,529600,186720,20137,2.044712643
A4,529610,180500,5668,0.575529188
A202,529621,178557,16488,1.674192882
A5200,529630,185000,8199,0.832527137
A214,529642,171797,19529,1.982976273
A1004,529670,194000,13200,1.34032909
A47,529681,304681,11737,1.191775949
A216,529697,171405,9068,0.920765469
A400,529700,181590,8498,0.862887622
M23,529700,154000,21669,2.200272049
A5200,529730,185100,8896,0.903300575
A4,529730,180540,9629,0.977729455
A4,529750,180380,13013,1.321341095
A401,529761,180893,7620,0.773735429
A214,529770,171600,11132,1.130344199
A503,529780,184952,18231,1.851177246
A3212,529800,178030,20038,2.034660175
A237,529800,160000,10709,1.087392744
A23,529800,158950,7813,0.793332665
A400,529830,181340,2968,0.301370965
A273,529850,115000,8876,0.901269773
A5200,529850,184770,6021,0.611372837
A400,529864,181203,2968,0.301370965
A1198,529870,260000,5146,0.522525265
A202,529881,178358,21722,2.205653674
A232,529900,165000,21983,2.232155635
A4,529900,180470,4455,0.452361068
A40,529917,181308,4815,0.488915498
A214,529918,171753,7485,0.760027518
A4,529930,180400,8609,0.874158571
A507,529944,230500,4999,0.507598873
A4200,529970,182300,8573,0.870503128
A216,529970,171590,6994,0.710171338
A214,529990,171440,13604,1.381351283
A503,529993,185248,14086,1.430293603
M23,530000,135500,60062,6.09870044
A504,530000,189220,20240,2.055171271
A103,530000,187610,10076,1.023117872
A40,530000,181430,5802,0.589135559
A111,530000,194160,13896,1.411000988
